암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade,medicalLevel,cluster,DistanceToCenter,class,hospitalScore,lat,lon
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화여자대학교의과대학부속목동병원,1,상급종합,110000,서울,110020,양천구,,서울특별시 양천구 안양천로 1071 (목동),02-2650-5114,http://www.eumc.ac.kr/mokdong/,1993-07-30 00:00:00,376,0,23,132,196,0,0,16,9,0,0,0,0,126.8862379,37.5362859,202112,,,,,0.1589492505883583,0.1428571428571428,1.0,0.935897435897436,1,0.3003121205180078,0.0,2.324801121137718,37.5369818505985,126.886743916495
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,삼성서울병원,1,상급종합,110000,서울,110001,강남구,,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",02-3410-2114,http://www.samsunghospital.com,1994-06-13 00:00:00,1380,22,121,398,821,0,0,3,15,0,0,0,0,127.0851508,37.4882978,202112,,,,,0.5917044849637024,0.0714285714285714,1.0,0.9615384615384616,1,0.6665090479232705,0.0,2.6909980485429807,37.49034450782,127.089590154403
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,중앙대학교병원,1,상급종합,110000,서울,110008,동작구,,서울특별시 동작구 흑석로 102 (흑석동),1800-1114,http://ch.cauhs.or.kr/,2004-12-01 00:00:00,423,0,41,128,240,1,0,6,7,0,0,0,0,126.9607839,37.5067481,202112,,,,,0.2212331354341627,0.1428571428571428,1.0,0.8653846153846154,1,0.2049858930562108,0.0,2.229474893675921,37.506038005044,126.960421779226
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교 은평성모병원,11,종합병원,110000,서울,110015,은평구,,서울특별시 은평구 통일로 1021 (진관동),02-1811-7755,,1961-05-15 00:00:00,254,4,12,40,195,0,0,0,3,0,0,0,0,126.9161912,37.6334945,202112,,,,,0.1776604302286824,0.0714285714285714,0.8,0.8333333333333334,1,0.1420666656291228,0.0,2.166555666248833,37.6336094022541,126.916152525534
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,11,종합병원,110000,서울,110007,동대문구,,서울특별시 동대문구 망우로 82 (휘경동),02-2244-0191,http://www.symcs.co.kr,1966-01-07 00:00:00,118,1,9,19,88,1,0,0,0,0,0,0,0,127.0653066,37.5879909,202112,,,,,0.0972968790130343,0.0714285714285714,0.8,0.8141025641025641,1,0.2416609860755402,0.0,2.2661499866952504,37.5862119387672,127.06355328121
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,경찰병원,11,종합병원,110000,서울,110018,송파구,,서울특별시 송파구 송이로 123 국립경찰병원 (가락동),02-3400-1114,http://www.nph.go.kr,1971-02-20 00:00:00,121,1,16,33,68,1,0,0,2,0,0,0,0,127.123509,37.4963836,202112,,,,,0.129772322347259,0.2142857142857142,0.8,0.6602564102564102,1,0.4395623088323671,0.0,2.4640513094520773,37.4964145655333,127.123487484921
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인한전의료재단 한일병원,11,종합병원,110000,서울,110006,도봉구,,서울특별시 도봉구 우이천로 308 (쌍문동),02-901-3114,http://www.kepcomedi.co.kr,1974-03-28 00:00:00,124,0,9,28,84,1,0,0,2,0,0,0,0,127.0291228,37.6461401,202112,,,,,0.1082400542275999,0.1428571428571428,0.8,0.7564102564102564,1,0.2935121593696086,0.0,2.318001159989319,37.6466848477493,127.029058318974
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,대림성모병원,11,종합병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",02-829-9000,http://www.drh.co.kr,1974-09-24 00:00:00,40,0,0,0,39,1,0,0,0,0,0,0,0,126.9072208,37.4906979,202112,,,,,0.048126315470813,0.5,0.8,0.6217948717948718,2,0.5414310070913322,1.0,1.969921187265685,37.4906897932713,126.90716733115
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,서울적십자병원,11,종합병원,110000,서울,110016,종로구,,서울특별시 종로구 새문안로 9 적십자병원 (평동),02-2002-8000,http://www.srch.or.kr,1977-04-01 00:00:00,54,0,8,7,35,2,0,0,2,0,0,0,0,126.9669974,37.5671805,202112,,,,,0.0982708567584024,0.1428571428571428,0.8,0.5961538461538461,1,0.4637377670952164,0.0,2.4882267677149263,37.5667630123693,126.967202493985
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,순천향대학교 부속 서울병원,11,종합병원,110000,서울,110014,용산구,,서울특별시 용산구 대사관로 59 (한남동),02-709-9114,http://www.schmc.ac.kr/seoul/kor/index.do,1978-02-23 00:00:00,360,0,38,119,196,1,0,0,6,0,0,0,0,127.0042579,37.533804,202112,,,,,0.2106929614229783,0.0714285714285714,0.8,0.8717948717948718,1,0.1439682203532421,0.0,2.168457220972952,37.5342808357653,127.003878033451
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,서울특별시 동부병원,11,종합병원,110000,서울,110007,동대문구,,서울특별시 동대문구 무학로 124 (용두동),02-920-9307,http://www.dbhosp.go.kr,1979-07-01 00:00:00,38,4,0,0,32,2,0,0,0,0,0,0,0,127.031341,37.5753681,202112,,,,,0.0724841991201405,0.1428571428571428,0.8,0.5,2,0.4789484262406207,1.0,1.907438606414973,37.5753539913466,127.031512678311
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,한림대학교 강남성심병원,11,종합병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",02-829-5114,http://kangnam.hallym.or.kr,1980-01-11 00:00:00,258,0,24,81,147,0,0,0,6,0,0,0,0,126.9086527,37.4937262,202112,,,,,0.1499914080743661,0.1428571428571428,0.8,0.8205128205128205,1,0.1876582414202784,0.0,2.2121472420399884,37.4932489151953,126.90877588456
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 청구성심병원,11,종합병원,110000,서울,110015,은평구,,서울특별시 은평구 통일로 873 (갈현동),02-350-3300,http://www.cgss.co.kr/,1980-01-28 00:00:00,22,1,0,0,21,0,0,0,0,0,0,0,0,126.9197006,37.6208615,202112,,,,,0.0543000659627453,0.2857142857142857,0.8,0.5961538461538461,2,0.4140609963799287,1.0,1.8425511765542812,37.6207901019252,126.919552747252
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,의료법인성화의료재단  대한병원,11,종합병원,110000,서울,110024,강북구,,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",02-903-3232,http://www.daehanh.com,1982-03-29 00:00:00,14,2,0,0,12,0,0,0,0,0,0,0,0,127.0226914,37.6354747,202112,,,,,0.0446827893000141,0.5,0.8,0.4871794871794871,2,0.4033720963051487,1.0,1.8318622764795016,37.6354702517404,127.022673311792
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,한림대학교 한강성심병원,11,종합병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",02-2639-5114,http://hangang.hallym.or.kr,1982-04-19 00:00:00,20,0,0,0,20,0,0,0,0,0,0,0,0,126.9096811,37.5231702,202112,,,,,0.052284590351013,0.1428571428571428,0.8,0.5448717948717948,2,0.503620612343288,1.0,1.9321107925176408,37.5231765760718,126.909691853641
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,성애의료재단 성애병원,11,종합병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",02-840-7114,http://www.sungae.co.kr,1982-09-30 00:00:00,78,1,3,12,60,2,0,0,0,0,0,0,0,126.9225003,37.5120274,202112,,,,,0.1092480839437636,0.2142857142857142,0.8,0.6987179487179487,1,0.4216250087743241,0.0,2.446114009394034,37.5120505408562,126.922369145801
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인풍산의료재단동부제일병원,11,종합병원,110000,서울,110019,중랑구,,"서울특별시 중랑구 망우로 511 (망우동, 동부제일병원)",02-437-5011,http://www.dbjeil.co.kr,1983-08-22 00:00:00,22,2,0,0,20,0,0,0,0,0,0,0,0,127.1090094,37.6007085,202112,,,,,0.0348441430977316,0.5,0.8,0.2756410256410256,2,0.4475220664845655,1.0,1.8760122466589184,37.6008839257705,127.109547154587
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,한국보훈복지의료공단 중앙보훈병원,11,종합병원,110000,서울,110002,강동구,,서울특별시 강동구 진황도로61길 53 (둔촌동),02-2225-1111,http://seoul.bohun.or.kr,1983-11-16 00:00:00,302,1,24,70,149,0,9,28,20,0,0,0,1,127.1481606,37.530634,202112,,,,,0.1395800973270717,0.1428571428571428,0.8,0.8782051282051282,1,0.2102032518012724,0.0,2.2346922524209822,37.5284637471127,127.147925555901
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,씨엠병원,11,종합병원,110000,서울,110013,영등포구,영등포동4가,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원),  문래로 187, 2층, 3층 (영등포동4가)",02-2678-0001,http://www.cmhospital.co.kr,1984-03-02 00:00:00,27,1,0,0,26,0,0,0,0,0,0,0,0,126.9038757,37.5188095,202112,,,,,0.0497574594464546,0.4285714285714285,0.8,0.4615384615384615,2,0.311377169381992,1.0,1.7398673495563448,37.5188159086795,126.903875945195
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,명지성모병원,11,종합병원,110000,서울,110013,영등포구,,서울특별시 영등포구 도림로 156 명지성모병원 (대림동),02-1899-1475,http://www.myongji-sm.co.kr,1984-08-07 00:00:00,33,0,0,0,33,0,0,0,0,0,0,0,0,126.8992778,37.4938833,202112,,,,,0.0446491307735326,0.4285714285714285,0.8,0.6410256410256411,2,0.4857560201962496,1.0,1.9142462003706024,37.4938500790525,126.899253678513
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,희명병원,11,종합병원,110000,서울,110025,금천구,,서울특별시 금천구 시흥대로 244 (시흥동),02-804-0002,http://www.hopehp.co.kr,1985-06-21 00:00:00,29,1,0,0,28,0,0,0,0,0,0,0,0,126.9005836,37.4556869,202112,,,,,0.0823286327613656,0.4285714285714285,0.8,0.6346153846153846,2,0.5170252657738261,1.0,1.945515445948179,37.4556715356456,126.900562517447
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,혜민병원,11,종합병원,110000,서울,110023,광진구,,서울특별시 광진구 자양로 85 (자양동),02-2049-9036,http://www.e-hyemin.co.kr,1985-11-13 00:00:00,33,0,0,0,33,0,0,0,0,0,0,0,0,127.0836246,37.5354079,202112,,,,,0.0744117501787076,0.4285714285714285,0.8,0.3012820512820513,2,0.3787513485788144,1.0,1.8072415287531671,37.5354377087993,127.083398686427
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,한국원자력의학원원자력병원,11,종합병원,110000,서울,110022,노원구,,서울특별시 노원구 노원로 75-  한국원자력의학원 (공릉동),02-970-2114,http://www.kcch.re.kr,1985-11-29 00:00:00,184,5,37,28,112,1,0,0,1,0,0,0,0,127.0826965,37.6288213,202112,,,,,0.2742909287994426,0.0714285714285714,0.8,0.7115384615384616,1,0.3108171034806222,0.0,2.335306104100332,37.6286068147245,127.083017711933
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,가톨릭대학교 여의도성모병원,11,종합병원,110000,서울,110013,영등포구,,서울특별시 영등포구 63로 10 여의도성모병원 (여의도동),1661-7575,http://www.cmcsungmo.or.kr/,1986-08-20 00:00:00,245,0,21,81,140,0,0,0,3,0,0,0,0,126.9367517,37.5183253,202112,,,,,0.112306745424885,0.0714285714285714,0.8,0.8269230769230769,1,0.2138306068431767,0.0,2.238319607462887,37.5182708055078,126.936729826762
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,성심의료재단강동성심병원,11,종합병원,110000,서울,110002,강동구,,서울특별시 강동구 성안로 150 (길동),02-2224-2114,www.kdh.or.kr,1986-10-17 00:00:00,242,0,22,85,133,0,0,0,2,0,0,0,0,127.135378,37.5359971,202112,,,,,0.1402936871818802,0.1428571428571428,0.8,0.9423076923076924,1,0.273592226049028,0.0,2.298081226668738,37.5361555499193,127.135335702535
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,세란병원,11,종합병원,110000,서울,110016,종로구,,서울특별시 종로구 통일로 256 (무악동),02-737-0181,http://www.seran.co.kr/,1987-04-24 00:00:00,42,2,0,0,40,0,0,0,0,0,0,0,0,126.9574607,37.5751835,202112,,,,,0.1118870164922796,0.1428571428571428,0.8,0.5384615384615384,2,0.5568127820742983,1.0,1.985302962248651,37.5753392693516,126.95770832178
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,인제대학교 상계백병원,11,종합병원,110000,서울,110022,노원구,,서울특별시 노원구 동일로 1342 상계백병원 (상계동),02-950-1114,http://www.paik.ac.kr/sanggye,1989-08-14 00:00:00,292,0,25,107,151,0,0,6,3,0,0,0,0,127.0631233,37.6485282,202112,,,,,0.1433772791692155,0.0714285714285714,0.8,0.8717948717948718,1,0.1948937727325458,0.0,2.219382773352256,37.6485819883224,127.063115737673
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,차의과학대학교 강남차병원,11,종합병원,110000,서울,110001,강남구,,"서울특별시 강남구 논현로 566 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",02-3468-3000,http://gangnam.chamc.co.kr,1990-10-22 00:00:00,107,0,0,8,97,0,0,0,2,0,0,0,0,127.035055,37.5067941,202112,,,,,0.1270121923531014,0.5,0.8,0.7371794871794872,2,0.735701499358236,1.0,2.164191679532589,37.5070324421316,127.034714418284
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,서울특별시보라매병원,11,종합병원,110000,서울,110008,동작구,,서울특별시 동작구 보라매로5길 20 (신대방동),02-870-2114,http://www.brmh.org,1991-11-16 00:00:00,265,3,0,11,241,0,1,3,6,0,0,0,0,126.9239058,37.4934414,202112,,,,,0.1802528133357714,0.0714285714285714,0.8,1.0,1,0.2862233667711181,0.0,2.310712367390828,37.493013748157,126.924332456243
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,서울성심병원,11,종합병원,110000,서울,110007,동대문구,,서울특별시 동대문구 왕산로 259 서울성심병원 (청량리동),02-966-1616,http://www.sshosp.co.kr,1991-12-30 00:00:00,44,0,0,12,31,1,0,0,0,0,0,0,0,127.0497296,37.5843076,202112,,,,,0.057576289457798,0.2857142857142857,0.8,0.5576923076923077,2,0.378875681413443,1.0,1.807365861587796,37.5841890473051,127.049819830411
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,홍익병원,11,종합병원,110000,서울,110020,양천구,신정동,서울특별시 양천구 목동로 225 홍익병원본관 (신정동),02-2693-5555,http://www.hih.or.kr/,1993-08-20 00:00:00,68,0,3,9,53,1,0,0,2,0,0,0,0,126.8636551,37.5284838,202112,,,,,0.1294171602625725,0.4285714285714285,0.8,0.6794871794871795,2,0.608985588146828,1.0,2.0374757683211806,37.5284817220954,126.863640511323
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,의료법인동신의료재단 동신병원,11,종합병원,110000,서울,110010,서대문구,,서울특별시 서대문구 연희로 272 동신병원 본관동 (홍은동),02-396-9161,http://www.dshospital.co.kr,1994-06-22 00:00:00,18,2,0,0,16,0,0,0,0,0,0,0,0,126.9364251,37.5813323,202112,,,,,0.0390168865752879,0.4285714285714285,0.8,0.6474358974358975,2,0.4894572733702787,1.0,1.9179474535446317,37.5811060838344,126.936583290985
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,11,종합병원,110000,서울,110022,노원구,,서울특별시 노원구 한글비석로 68 을지병원 (하계동),02-970-8000,http://www.eulji.or.kr/default.asp,1995-01-14 00:00:00,229,1,20,74,131,1,0,0,2,0,0,0,0,127.0699355,37.6364794,202112,,,,,0.1576176622264435,0.2142857142857142,0.8,0.9551282051282052,1,0.3405173352535489,0.0,2.365006335873259,37.6361106543284,127.06968108866
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,미즈메디병원,11,종합병원,110000,서울,110003,강서구,,서울특별시 강서구 강서로 295 (내발산동),02-2007-1000,https://www.mizmedi.com/,2000-01-24 00:00:00,50,0,0,0,50,0,0,0,0,0,0,0,0,126.8359357,37.5522178,202112,,,,,0.0888751400115036,0.5,0.8,0.391025641025641,2,0.3748997200965921,1.0,1.803389900270945,37.5521827438563,126.835857296727
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,구로성심병원,11,종합병원,110000,서울,110005,구로구,,서울특별시 구로구 경인로 427 구로성심병원 (고척동),02-2067-1500,,2000-02-09 00:00:00,32,1,0,0,31,0,0,0,0,0,0,0,0,126.8664159,37.4996715,202112,,,,,0.0727281385000214,0.4285714285714285,0.8,0.5192307692307693,2,0.3920401561278666,1.0,1.8205303363022196,37.4996468654605,126.866358244952
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,녹색병원,11,종합병원,110000,서울,110019,중랑구,,서울특별시 중랑구 사가정로49길 53 (면목동),02-490-2000,http://www.greenhospital.co.kr/main.php,2003-09-17 00:00:00,37,1,0,0,36,0,0,0,0,0,0,0,0,127.0860738,37.5835731,202112,,,,,0.0664583622119507,0.2142857142857142,0.8,0.6346153846153846,1,0.5285172946087011,0.0,2.5530062952284114,37.5835639827081,127.086060385744
