학교명,lat,lon,등급
성동공업고등학교,37.5693631529572,127.017281730243,상
무학여자고등학교,37.5576263308862,127.033880902274,중
세종과학고등학교,37.4975693967975,126.827351739435,상
한세사이버보안고등학교,37.5517396875369,126.952136379582,중
오산고등학교,37.5235805097988,127.000887240982,상
배명고등학교,37.4976894981876,127.095811765574,상
인덕과학기술고등학교,37.6302514486494,127.054448642206,하
한영외국어고등학교,37.5490844724681,127.156927612469,상
중앙고등학교,37.5837882231459,126.987472622092,상
광양고등학교,37.529378916523,127.085182284683,중
선유고등학교,37.5339016190568,126.894850696134,중
선정고등학교,37.6187045126614,126.909031611714,상
홍익디자인고등학교,37.563510635781,126.919166278819,중
영파여자고등학교,37.5327371486645,127.119740221132,상
충암고등학교,37.5846402882465,126.921809482886,중
잠일고등학교,37.5145543759031,127.082367731592,중
대원외국어고등학교,37.5624502219725,127.089376716312,상
서울국제고등학교,37.5917911485864,126.995490680124,상
혜화여자고등학교,37.6313084157842,127.013212021303,중
경인고등학교,37.4959926823743,126.86542887783,중
신림고등학교,37.4792104943499,126.916967177377,중
서울과학고등학교,37.5915480465968,126.998436321282,상
독산고등학교,37.4762187185354,126.910939635513,중
단국대학교부속소프트웨어고등학교,37.4956174948977,127.057768228297,하
덕성여자고등학교,37.5777608153459,126.983558137257,중
오금고등학교,37.5045321738186,127.128968951167,중
배재고등학교,37.5550559824557,127.150160525237,상
선일여자고등학교,37.6203042094228,126.911993073275,중
서울고등학교,37.4842930566875,127.004901860862,상
문정고등학교,37.4851784987927,127.126692082604,중
휘문고등학교,37.5052894535671,127.061993880621,상
경희고등학교,37.5939491407769,127.054890960564,상
서울공업고등학교,37.5019012578828,126.922363030415,중
신목고등학교,37.512909431854,126.873606945101,상
이화여자대학교병설미디어고등학교,37.6031323992803,127.105332396209,중
은평고등학교,37.6091520473272,126.905808015137,중
서일문화예술고등학교,37.579364496797,127.012786339408,하
용문고등학교,37.5886903262008,127.024660795253,상
반포고등학교,37.5027027335348,127.016510661972,상
동국대학교사범대학부속고등학교,37.5780471818476,127.075133018965,상
보성고등학교,37.5200898870034,127.135729296295,상
우신고등학교,37.4949023087281,126.826353599765,중
면목고등학교,37.5846634085871,127.097270640409,중
서울세종고등학교,37.4903893469638,127.102796812957,상
용화여자고등학교,37.6591313767305,127.058280693098,상
한가람고등학교,37.5374620404618,126.88400754353,상
장충고등학교,37.5535149002283,127.006414953028,중
여의도여자고등학교,37.5229539211231,126.934857399184,상
숙명여자고등학교,37.4914753613052,127.052612582715,상
동국대학교사범대학부속여자고등학교,37.5419293578309,127.086973061678,상
선정국제관광고등학교,37.6187045126614,126.909031611714,중
송곡관광고등학교,37.6066890425626,127.105145451077,중
누원고등학교,37.6855689580624,127.049932683549,중
선린인터넷고등학교,37.5427698351486,126.966038693159,상
경동고등학교,37.5859418116443,127.01457927632,상
상명고등학교,37.649540794927,127.067701313205,중
서울로봇고등학교,37.480741415643,127.084154946756,하
영락고등학교,37.476541242971,126.945416499639,중
한성고등학교,37.559096439531,126.954456481223,상
예림디자인고등학교,37.5003550678039,126.827683012604,하
홍익대학교사범대학부속여자고등학교,37.559665162458,126.912928685692,중
상문고등학교,37.4797554325594,127.003916819634,상
삼성고등학교,37.469107701859,126.944010788599,중
예일디자인고등학교,37.6109458980893,126.914792838283,중
창덕여자고등학교,37.5162747389886,127.140230435212,상
해성여자고등학교,37.5818725994505,127.056976879173,중
성동글로벌경영고등학교,37.5658547150955,127.0135246262,하
중동고등학교,37.4937134106081,127.080660058176,상
영신여자고등학교,37.6525485061054,127.08350874514,상
화곡고등학교,37.547936112544,126.831535677751,중
고려대학교사범대학부속고등학교,37.6080476933587,127.002616144531,중
국립전통예술고등학교,37.4463710473917,126.906462134788,상
불암고등학교,37.6491585296421,127.080305829512,중
서울관광고등학교,37.4878154195732,126.943760849751,중
한양공업고등학교,37.5658716036039,127.011443307588,중
숭의여자고등학교,37.507364139341,126.92924328346,상
영훈고등학교,37.6146818749027,127.02809331872,중
서울동구고등학교,37.5941065881018,127.008215538987,중
서울미술고등학교,37.4766963066016,126.966748525059,상
일신여자상업고등학교,37.5017941334924,127.114241325581,하
서울동산고등학교,37.6307779754887,127.073998366297,하
선일빅데이터고등학교,37.6203042094228,126.911993073275,하
경복여자고등학교,37.5578218303652,126.850595718037,상
세화여자고등학교,37.5019964569165,126.994230013893,상
대진고등학교,37.6378068538477,127.076090022542,상
대원고등학교,37.5624502219725,127.089376716312,중
한양대학교사범대학부속고등학교,37.5619188387132,127.042324044658,상
청량고등학교,37.5888860047887,127.051310950177,중
이화여자고등학교,37.5665547140475,126.971037241447,상
이화여자대학교사범대학부속이화금란고등학교,37.5663888550725,126.947355714248,상
여의도고등학교,37.525051010673,126.934219234109,상
잠신고등학교,37.5147012912615,127.08828295987,상
홍익대학교사범대학부속고등학교,37.5936666161184,127.002804963597,중
가락고등학교,37.5010563298142,127.116425801136,상
배문고등학교,37.5499187190496,126.963904100329,중
대성고등학교,37.6231422778381,126.909790703133,상
등촌고등학교,37.5629452192593,126.845046119983,중
청원여자고등학교,37.6652515464657,127.062532889006,중
상명대학교사범대학부속여자고등학교,37.604108905882,126.955159496571,중
마포고등학교,37.5600277060889,126.85286487714,중
서울방송고등학교,37.5477744781642,127.011037345163,중
휘봉고등학교,37.5863723553049,127.068940658438,중
상일여자고등학교,37.5485874781342,127.170823536325,상
대영고등학교,37.5036530645899,126.905518076656,중
중산고등학교,37.4857429318866,127.0814284922,상
국립국악고등학교,37.4762397420077,127.051213825746,상
세명컴퓨터고등학교,37.6278475739332,126.923545504491,중
서울항공비즈니스고등학교,37.5692177821112,126.817040800626,하
서울인공지능고등학교,37.4916482412209,127.142085431868,중
효문고등학교,37.6526987118348,127.0184004627,중
서울디자인고등학교,37.5466750773343,126.948479002412,중
진명여자고등학교,37.5240834137562,126.865465205432,상
세현고등학교,37.5604306618095,126.863621128106,중
배화여자고등학교,37.5795440101952,126.967291871532,중
풍문고등학교,37.4713361652893,127.09996343408,중
경복비즈니스고등학교,37.5580972589988,126.852670273321,중
선덕고등학교,37.6562750160952,127.026703057445,상
경성고등학교,37.563510635781,126.919166278819,중
명덕외국어고등학교,37.5538694849081,126.8339773378,상
대신고등학교,37.573123769216,126.96125454884,중
동명여자고등학교,37.6144187859471,126.92282044301,중
강동고등학교,37.5499166487971,127.160668324892,중
송곡여자고등학교,37.6066890425626,127.105145451077,중
청담고등학교,37.5279473627751,127.043866627763,상
서울외국어고등학교,37.6457807932104,127.0515086969,상
서울예술고등학교,37.6057568225162,126.967890699043,상
성수공업고등학교,,,하
신서고등학교,37.5239143189255,126.860209579436,중
경기여자고등학교,37.4869545236322,127.06612364407,상
대진여자고등학교,37.6461248249441,127.06719658578,상
보인고등학교,37.4975692004431,127.139517839227,상
명덕고등학교,37.5538694849081,126.8339773378,상
광남고등학교,37.541514723184,127.101213923003,상
금옥여자고등학교,37.5109653172242,126.843971681779,중
한성여자고등학교,37.583064896247,127.011742675693,중
장훈고등학교,37.5133455931748,126.916228547854,상
대일관광고등학교,37.5114137684075,126.834906714744,하
중화고등학교,37.6048146052263,127.083654104942,중
수명고등학교,37.5497618629354,126.824766247612,중
자양고등학교,37.536077967735,127.073339535384,중
숭문고등학교,37.5508909515504,126.945886852057,상
명지고등학교,37.5849113531243,126.927090249447,중
광성고등학교,37.5486975552073,126.935969575594,상
서울금융고등학교,37.5376595496119,126.825914607519,하
서라벌고등학교,37.6452565325417,127.075840635297,상
유한공업고등학교,37.4879765968891,126.823290699072,중
서울정화고등학교,37.586048641672,127.041070321981,하
상계고등학교,37.652724684304,127.055453430868,중
경문고등학교,37.4934188575707,126.982273400501,상
양정고등학교,37.5353922607054,126.887734285049,상
한서고등학교,37.5747927037293,126.808143937842,중
송곡고등학교,37.6058454355439,127.106463734951,중
동작고등학교,37.4826019423842,126.965086250636,중
구로고등학교,37.4988400846064,126.890309191986,중
구암고등학교,37.4924598533601,126.949783193871,중
경복고등학교,37.585945671102,126.971510913077,상
진관고등학교,37.643338571257,126.924382489033,중
압구정고등학교,37.5311339475008,127.032711640733,상
고척고등학교,37.5080493827144,126.849869103403,중
예일여자고등학교,37.6109458980893,126.914792838283,상
성남고등학교,37.5052815748623,126.926615278225,중
영등포여자고등학교,37.5153884476796,126.915356313843,중
백암고등학교,37.5122533613422,126.84449517891,중
리라아트고등학교,37.5576622746229,126.987778499953,중
문일고등학교,37.4489152569278,126.898720653088,상
한광고등학교,37.5388437129063,126.857939342826,중
미래산업과학고등학교,37.658779482984,127.07844069313,중
서서울생활과학고등학교,37.5038291911751,126.828259957002,하
성보고등학교,37.4807283676946,126.920957326353,중
영락의료과학고등학교,37.476541242971,126.945416499639,하
원묵고등학교,37.6152323139525,127.085507784516,중
보성여자고등학교,37.5430815444968,126.984284175086,중
계성고등학교,37.6074935996761,127.020183575106,상
솔샘고등학교,37.6237648476803,127.012068855446,중
신진과학기술고등학교,37.59871384669,126.918836393178,하
영동고등학교,37.5213890143821,127.043739258782,상
중앙여자고등학교,37.5631767195176,126.954059321222,중
강서공업고등학교,37.5760340875363,126.816181657979,중
잠실고등학교,37.522930433109,127.106515037791,상
명일여자고등학교,37.5497763325665,127.149581506712,중
광영여자고등학교,37.5371981027922,126.823275879439,중
도봉고등학교,,,중
신도고등학교,37.6291325083008,126.918748608965,중
대동세무고등학교,37.5815827310558,126.987951316186,중
동덕여자고등학교,37.4758460567445,126.992615816174,상
인창고등학교,37.564885131451,126.964023197643,상
현대고등학교,37.5254804993365,127.022377298509,상
동양고등학교,37.5690302418497,126.846888761424,상
서초고등학교,37.4896116868936,127.005378249754,상
세그루패션디자인고등학교,37.6562750160952,127.026703057445,하
성덕고등학교,37.5498545397762,127.141541303447,상
대진디자인고등학교,37.4904281491372,127.095979339516,중
서울공연예술고등학교,37.4999306587647,126.832608691425,상
미림마이스터고등학교,37.4661018035835,126.931927855676,하
언남고등학교,37.4723300184587,127.043005236379,중
서울영상고등학교,37.5233044400227,126.860293524636,중
강일고등학교,37.5638280994729,127.177903473129,중
방산고등학교,37.5083995194679,127.120469638696,중
성신여자고등학교,37.5942896306119,127.022407171613,중
서울신정고등학교,37.5384117486135,126.85717155125,중
서울도시과학기술고등학교,37.6078128032701,127.033044179358,하
청원고등학교,37.6652515464657,127.062532889006,중
양천고등학교,37.5083205987323,126.845202760621,상
동명생활경영고등학교,37.6144187859471,126.92282044301,하
단국대학교사범대학부속고등학교,37.4956174948977,127.057768228297,상
대일고등학교,37.5394886976531,126.863403109826,중
은평메디텍고등학교,37.6353465248875,126.929704776155,하
수도여자고등학교,37.4928014552579,126.914907105304,중
은광여자고등학교,37.4883484513575,127.035021467585,상
영신고등학교,37.4981009442437,126.909739022671,중
금호고등학교,37.5536214995345,127.023433782844,하
잠실여자고등학교,37.5017941334924,127.114241325581,상
성수고등학교,37.5473418143935,127.038253431317,중
수도전기공업고등학교,37.4849375350333,127.064478665219,하
재현고등학교,37.6612906377296,127.080799772038,상
영등포공업고등학교,37.5698356164942,126.850028274704,중
광신방송예술고등학교,37.4644762024804,126.925940565455,하
대원여자고등학교,37.5624502219725,127.089376716312,상
용산철도고등학교,37.5243416742733,126.967358069696,하
미림여자고등학교,37.4661018035835,126.931927855676,상
한강미디어고등학교,37.5393010496265,126.897109034358,하
이화여자외국어고등학교,37.5655773233848,126.969641663889,상
숭실고등학교,37.5932748232178,126.902403937432,중
경기상업고등학교,37.5892585316989,126.970057092906,하
화곡보건경영고등학교,37.5484055955739,126.832657307166,하
신일고등학교,37.627967222367,127.028403050284,상
영등포고등학교,37.5080854131193,126.933143709837,중
금천고등학교,37.4448950223082,126.904901769267,중
삼각산고등학교,37.6162857334914,127.020107911458,중
휘경여자고등학교,37.5819005156881,127.067434080061,중
서울여자고등학교,37.5478000312208,126.94902525222,중
중앙대학교사범대학부속고등학교,37.4918425685769,127.05169012944,상
휘경공업고등학교,,,하
경희여자고등학교,37.5939491407769,127.054890960564,중
한영고등학교,37.5490844724681,127.156927612469,상
중경고등학교,37.5176803956953,126.975638256286,중
수락고등학교,37.6829077650293,127.053570991513,중
양재고등학교,37.4824216431127,127.032079625373,상
혜성여자고등학교,37.6405502075269,127.073619657657,중
성암국제무역고등학교,37.6204135324231,127.023905892641,중
문현고등학교,37.4813135489878,127.128762268141,중
창문여자고등학교,37.6134009168268,127.035828005248,중
영일고등학교,37.5472872620345,126.86205890011,중
대광고등학교,37.5779546698355,127.025323479801,상
서울의료보건고등학교,37.5573014220873,126.966720436586,중
공항고등학교,37.5704610944881,126.81851983357,중
도선고등학교,37.5668439494,127.026995731182,하
서울문화고등학교,37.6641314270343,127.047285814495,하
덕수고등학교,37.4855916213524,127.1470595726,중
성심여자고등학교,37.534209370461,126.95459335968,중
성동고등학교,37.5641621970073,127.022389203196,중
건국대학교사범대학부속고등학교,37.539182674872,127.074711902268,중
서울대학교사범대학부설고등학교,37.594723843967,127.038120392429,중
세화고등학교,37.5019964569165,126.994230013893,상
구일고등학교,37.4935052933826,126.874618469825,중
당곡고등학교,37.4917603442825,126.934246405052,중
해성국제컨벤션고등학교,37.5818725994505,127.056976879173,중
혜원여자고등학교,37.5932798745236,127.097042711299,중
석관고등학교,37.6095892871169,127.066717588798,중
대경생활과학고등학교,37.5563732600255,127.016979156363,하
오류고등학교,37.5003550678039,126.827683012604,중
노원고등학교,37.6618031933787,127.054019473757,중
동성고등학교,37.5849699592551,127.003097645534,상
동북고등학교,37.5202406144077,127.139450654266,상
상일미디어고등학교,37.5485874781342,127.170823536325,하
창동고등학교,37.6510357712645,127.038819095625,상
서문여자고등학교,37.4889197255873,126.984545759343,상
한국삼육고등학교,37.643357369067,127.108850343184,상
신광여자고등학교,37.5428998795519,126.969447523164,중
동일여자고등학교,37.4519206711218,126.915824008297,중
가재울고등학교,37.5743637013203,126.909529666957,하
신도림고등학교,37.5140629233737,126.88208378322,하
관악고등학교,37.5217916605406,126.88292354628,하
광운인공지능고등학교,37.6192431974844,127.056540751938,하
구현고등학교,37.5022832205782,126.874418207198,하
영신간호비즈니스고등학교,37.6525485061054,127.08350874514,하
덕일전자공업고등학교,37.4905365201163,126.837134461147,하
경기기계공업고등학교,37.6322400488783,127.074928451599,하
개포고등학교,37.4850425995284,127.059305485497,하
서울체육고등학교,37.5223303821085,127.129822552593,하
고명외식고등학교,37.597674141541,127.019187491701,하
상암고등학교,37.5813414106022,126.883394497343,하
인헌고등학교,37.4723107319026,126.970485117895,하
경일고등학교,37.5438083798316,127.047853796815,하
서울아이티고등학교,37.6424184430399,127.06244927375,하
환일고등학교,37.5537559309443,126.962588449936,하
신현고등학교,37.6052490449627,127.092949934138,하
서울컨벤션고등학교,37.5592845614915,127.158215928554,하
강서고등학교,37.5363155693554,126.865771125825,하
하나고등학교,37.6416375903135,126.936930247565,하
정의여자고등학교,37.6533558400471,127.032427255133,하
덕원예술고등학교,37.5486225773288,126.829024518952,하
월계고등학교,37.6316734128872,127.048388273455,하
자운고등학교,37.6590464061269,127.050690661699,하
남강고등학교,37.4713756726623,126.924909105757,하
명덕여자고등학교,37.5538694849081,126.8339773378,하
경신고등학교,37.5922022663657,126.999531005507,하
경기고등학교,37.517564539911,127.056075505663,하
염광메디텍고등학교,37.6302844506448,127.049264552091,하
광신고등학교,37.4644762024804,126.925940565455,하
정신여자고등학교,37.5094538398143,127.073847329188,하
덕원여자고등학교,37.5486225773288,126.829024518952,하
서울여자상업고등학교,37.4729045674501,126.950918062755,하
서울웹툰애니메이션고등학교,37.4694909673091,126.988245947982,하
광영고등학교,37.5371981027922,126.823275879439,하
둔촌고등학교,37.531432583881,127.143808707936,하
태릉고등학교,37.6189925408244,127.085819844147,하
서울매그넷고등학교,37.4519206711218,126.915824008297,하
서울문영여자고등학교,37.4729045674501,126.950918062755,하
염광고등학교,37.6302844506448,127.049264552091,하
한성과학고등학교,37.57543616578,126.952370943937,하
광문고등학교,37.5604616297792,127.158546528744,하
선화예술고등학교,37.5509798002896,127.087095159462,하
선사고등학교,37.5563158751807,127.13577562154,하
대일외국어고등학교,37.6133045933527,127.014175970968,하
영동일고등학교,37.5099746522433,127.089443727735,하
목동고등학교,37.5092159752312,126.86019842592,하
용산고등학교,37.5458673821179,126.980327669219,하
진선여자고등학교,37.5023028920315,127.048286565491,하
서울디지텍고등학교,37.5389694235589,126.990617730566,하
성동공업고등학교,37.5693631529572,127.017281730243,하
무학여자고등학교,37.5576263308862,127.033880902274,하
세종과학고등학교,37.4975693967975,126.827351739435,하
한세사이버보안고등학교,37.5517396875369,126.952136379582,하
오산고등학교,37.5235805097988,127.000887240982,하
배명고등학교,37.4976894981876,127.095811765574,하
인덕과학기술고등학교,37.6302514486494,127.054448642206,하
한영외국어고등학교,37.5490844724681,127.156927612469,하
중앙고등학교,37.5837882231459,126.987472622092,하
광양고등학교,37.529378916523,127.085182284683,하
선유고등학교,37.5339016190568,126.894850696134,하
선정고등학교,37.6187045126614,126.909031611714,하
홍익디자인고등학교,37.563510635781,126.919166278819,하
영파여자고등학교,37.5327371486645,127.119740221132,하
충암고등학교,37.5846402882465,126.921809482886,하
잠일고등학교,37.5145543759031,127.082367731592,하
대원외국어고등학교,37.5624502219725,127.089376716312,하
서울국제고등학교,37.5917911485864,126.995490680124,하
혜화여자고등학교,37.6313084157842,127.013212021303,하
경인고등학교,37.4959926823743,126.86542887783,하
신림고등학교,37.4792104943499,126.916967177377,하
서울과학고등학교,37.5915480465968,126.998436321282,하
독산고등학교,37.4762187185354,126.910939635513,하
단국대학교부속소프트웨어고등학교,37.4956174948977,127.057768228297,하
덕성여자고등학교,37.5777608153459,126.983558137257,하
오금고등학교,37.5045321738186,127.128968951167,하
배재고등학교,37.5550559824557,127.150160525237,하
선일여자고등학교,37.6203042094228,126.911993073275,하
서울고등학교,37.4842930566875,127.004901860862,하
문정고등학교,37.4851784987927,127.126692082604,하
휘문고등학교,37.5052894535671,127.061993880621,하
경희고등학교,37.5939491407769,127.054890960564,하
서울공업고등학교,37.5019012578828,126.922363030415,하
신목고등학교,37.512909431854,126.873606945101,하
이화여자대학교병설미디어고등학교,37.6031323992803,127.105332396209,하
은평고등학교,37.6091520473272,126.905808015137,하
서일문화예술고등학교,37.579364496797,127.012786339408,하
용문고등학교,37.5886903262008,127.024660795253,하
반포고등학교,37.5027027335348,127.016510661972,하
동국대학교사범대학부속고등학교,37.5780471818476,127.075133018965,하
보성고등학교,37.5200898870034,127.135729296295,하
우신고등학교,37.4949023087281,126.826353599765,하
면목고등학교,37.5846634085871,127.097270640409,하
서울세종고등학교,37.4903893469638,127.102796812957,하
용화여자고등학교,37.6591313767305,127.058280693098,하
한가람고등학교,37.5374620404618,126.88400754353,하
장충고등학교,37.5535149002283,127.006414953028,하
여의도여자고등학교,37.5229539211231,126.934857399184,하
숙명여자고등학교,37.4914753613052,127.052612582715,하
동국대학교사범대학부속여자고등학교,37.5419293578309,127.086973061678,하
선정국제관광고등학교,37.6187045126614,126.909031611714,하
송곡관광고등학교,37.6066890425626,127.105145451077,하
누원고등학교,37.6855689580624,127.049932683549,하
선린인터넷고등학교,37.5427698351486,126.966038693159,하
경동고등학교,37.5859418116443,127.01457927632,하
상명고등학교,37.649540794927,127.067701313205,하
서울로봇고등학교,37.480741415643,127.084154946756,하
영락고등학교,37.476541242971,126.945416499639,하
한성고등학교,37.559096439531,126.954456481223,하
예림디자인고등학교,37.5003550678039,126.827683012604,하
홍익대학교사범대학부속여자고등학교,37.559665162458,126.912928685692,하
상문고등학교,37.4797554325594,127.003916819634,하
삼성고등학교,37.469107701859,126.944010788599,하
예일디자인고등학교,37.6109458980893,126.914792838283,하
창덕여자고등학교,37.5162747389886,127.140230435212,하
해성여자고등학교,37.5818725994505,127.056976879173,하
성동글로벌경영고등학교,37.5658547150955,127.0135246262,하
중동고등학교,37.4937134106081,127.080660058176,하
영신여자고등학교,37.6525485061054,127.08350874514,하
화곡고등학교,37.547936112544,126.831535677751,하
고려대학교사범대학부속고등학교,37.6080476933587,127.002616144531,하
국립전통예술고등학교,37.4463710473917,126.906462134788,하
불암고등학교,37.6491585296421,127.080305829512,하
서울관광고등학교,37.4878154195732,126.943760849751,하
한양공업고등학교,37.5658716036039,127.011443307588,하
숭의여자고등학교,37.507364139341,126.92924328346,하
영훈고등학교,37.6146818749027,127.02809331872,하
서울동구고등학교,37.5941065881018,127.008215538987,하
서울미술고등학교,37.4766963066016,126.966748525059,하
일신여자상업고등학교,37.5017941334924,127.114241325581,하
서울동산고등학교,37.6307779754887,127.073998366297,하
선일빅데이터고등학교,37.6203042094228,126.911993073275,하
경복여자고등학교,37.5578218303652,126.850595718037,하
세화여자고등학교,37.5019964569165,126.994230013893,하
대진고등학교,37.6378068538477,127.076090022542,하
대원고등학교,37.5624502219725,127.089376716312,하
한양대학교사범대학부속고등학교,37.5619188387132,127.042324044658,하
청량고등학교,37.5888860047887,127.051310950177,하
이화여자고등학교,37.5665547140475,126.971037241447,하
이화여자대학교사범대학부속이화금란고등학교,37.5663888550725,126.947355714248,하
여의도고등학교,37.525051010673,126.934219234109,하
잠신고등학교,37.5147012912615,127.08828295987,하
홍익대학교사범대학부속고등학교,37.5936666161184,127.002804963597,하
가락고등학교,37.5010563298142,127.116425801136,하
배문고등학교,37.5499187190496,126.963904100329,하
대성고등학교,37.6231422778381,126.909790703133,하
등촌고등학교,37.5629452192593,126.845046119983,하
청원여자고등학교,37.6652515464657,127.062532889006,하
상명대학교사범대학부속여자고등학교,37.604108905882,126.955159496571,하
마포고등학교,37.5600277060889,126.85286487714,하
서울방송고등학교,37.5477744781642,127.011037345163,하
휘봉고등학교,37.5863723553049,127.068940658438,하
상일여자고등학교,37.5485874781342,127.170823536325,하
대영고등학교,37.5036530645899,126.905518076656,하
중산고등학교,37.4857429318866,127.0814284922,하
국립국악고등학교,37.4762397420077,127.051213825746,하
세명컴퓨터고등학교,37.6278475739332,126.923545504491,하
서울항공비즈니스고등학교,37.5692177821112,126.817040800626,하
서울인공지능고등학교,37.4916482412209,127.142085431868,하
효문고등학교,37.6526987118348,127.0184004627,하
서울디자인고등학교,37.5466750773343,126.948479002412,하
진명여자고등학교,37.5240834137562,126.865465205432,하
세현고등학교,37.5604306618095,126.863621128106,하
배화여자고등학교,37.5795440101952,126.967291871532,하
풍문고등학교,37.4713361652893,127.09996343408,하
경복비즈니스고등학교,37.5580972589988,126.852670273321,하
선덕고등학교,37.6562750160952,127.026703057445,하
경성고등학교,37.563510635781,126.919166278819,하
명덕외국어고등학교,37.5538694849081,126.8339773378,하
대신고등학교,37.573123769216,126.96125454884,하
동명여자고등학교,37.6144187859471,126.92282044301,하
강동고등학교,37.5499166487971,127.160668324892,하
송곡여자고등학교,37.6066890425626,127.105145451077,하
청담고등학교,37.5279473627751,127.043866627763,하
서울외국어고등학교,37.6457807932104,127.0515086969,하
서울예술고등학교,37.6057568225162,126.967890699043,하
성수공업고등학교,,,하
신서고등학교,37.5239143189255,126.860209579436,하
경기여자고등학교,37.4869545236322,127.06612364407,하
대진여자고등학교,37.6461248249441,127.06719658578,하
보인고등학교,37.4975692004431,127.139517839227,하
명덕고등학교,37.5538694849081,126.8339773378,하
광남고등학교,37.541514723184,127.101213923003,하
금옥여자고등학교,37.5109653172242,126.843971681779,하
한성여자고등학교,37.583064896247,127.011742675693,하
장훈고등학교,37.5133455931748,126.916228547854,하
대일관광고등학교,37.5114137684075,126.834906714744,하
중화고등학교,37.6048146052263,127.083654104942,하
수명고등학교,37.5497618629354,126.824766247612,하
자양고등학교,37.536077967735,127.073339535384,하
숭문고등학교,37.5508909515504,126.945886852057,하
명지고등학교,37.5849113531243,126.927090249447,하
광성고등학교,37.5486975552073,126.935969575594,하
서울금융고등학교,37.5376595496119,126.825914607519,하
서라벌고등학교,37.6452565325417,127.075840635297,하
유한공업고등학교,37.4879765968891,126.823290699072,하
서울정화고등학교,37.586048641672,127.041070321981,하
상계고등학교,37.652724684304,127.055453430868,하
경문고등학교,37.4934188575707,126.982273400501,하
양정고등학교,37.5353922607054,126.887734285049,하
한서고등학교,37.5747927037293,126.808143937842,하
송곡고등학교,37.6058454355439,127.106463734951,하
동작고등학교,37.4826019423842,126.965086250636,하
구로고등학교,37.4988400846064,126.890309191986,하
구암고등학교,37.4924598533601,126.949783193871,하
경복고등학교,37.585945671102,126.971510913077,하
진관고등학교,37.643338571257,126.924382489033,하
압구정고등학교,37.5311339475008,127.032711640733,하
고척고등학교,37.5080493827144,126.849869103403,하
예일여자고등학교,37.6109458980893,126.914792838283,하
성남고등학교,37.5052815748623,126.926615278225,하
영등포여자고등학교,37.5153884476796,126.915356313843,하
백암고등학교,37.5122533613422,126.84449517891,하
리라아트고등학교,37.5576622746229,126.987778499953,하
문일고등학교,37.4489152569278,126.898720653088,하
한광고등학교,37.5388437129063,126.857939342826,하
미래산업과학고등학교,37.658779482984,127.07844069313,하
서서울생활과학고등학교,37.5038291911751,126.828259957002,하
성보고등학교,37.4807283676946,126.920957326353,하
영락의료과학고등학교,37.476541242971,126.945416499639,하
원묵고등학교,37.6152323139525,127.085507784516,하
보성여자고등학교,37.5430815444968,126.984284175086,하
계성고등학교,37.6074935996761,127.020183575106,하
